region,year_start,year_end,glacier_mass_at_start,glacier_mass_error_at_start,annual_change_gt,annual_change_error,relative_change,relative_change_error,relative_change_pct,relative_change_error_pct
Global,2000,2001,121728.0,11509.0,-78.04414729402814,111.56095088251794,-0.0006411355423076707,0.0009184797964325705,-0.06411355423076708,0.09184797964325705
Global,2001,2002,121649.95585270597,11509.540687871164,-215.16931097001844,95.3001011576375,-0.0017687578220788333,0.0008010705437812228,-0.17687578220788333,0.08010705437812228
Global,2002,2003,121434.78654173596,11509.935228099352,-128.46636738674923,91.14634450070768,-0.001057904172644933,0.000757246623842241,-0.1057904172644933,0.07572466238422411
Global,2003,2004,121306.32017434921,11510.296113096236,-192.6724697716301,72.79887688516011,-0.001588313531353592,0.0006187588008087651,-0.1588313531353592,0.06187588008087651
Global,2004,2005,121113.64770457758,11510.526325395987,-229.2369109878561,73.022158218317,-0.001892742191590287,0.0006291852637759739,-0.1892742191590287,0.06291852637759739
Global,2005,2006,120884.41079358973,11510.757947382306,-315.0371756633185,74.19065798809451,-0.002606102586720176,0.0006620035797043418,-0.2606102586720176,0.06620035797043418
Global,2006,2007,120569.37361792641,11510.997036614926,-279.8898739792978,72.77317030930298,-0.002321401078736992,0.0006429830487425708,-0.2321401078736992,0.06429830487425708
Global,2007,2008,120289.48374394712,11511.227072353082,-323.16570882967466,71.78509732133082,-0.002686566595610118,0.000649793098174922,-0.2686566595610118,0.0649793098174922
Global,2008,2009,119966.31803511744,11511.450899494466,-178.6324817323364,71.86184704387401,-0.0014890219576468601,0.0006158213452700328,-0.14890219576468602,0.061582134527003285
Global,2009,2010,119787.6855533851,11511.675201139602,-231.2381243724868,71.29354455724742,-0.0019303998011501124,0.000623407887910524,-0.19303998011501122,0.062340788791052405
Global,2010,2011,119556.44742901262,11511.895964871643,-231.1966727048064,72.2582027545506,-0.001933786739875161,0.000632418302808229,-0.1933786739875161,0.06324183028082289
Global,2011,2012,119325.25075630781,11512.122738830287,-365.9472468839626,68.11267549573648,-0.0030668047589635402,0.0006429404784148522,-0.306680475896354,0.06429404784148522
Global,2012,2013,118959.30350942384,11512.324234943026,-188.0208512243996,67.35045471659744,-0.0015805476804048768,0.000586461960477587,-0.15805476804048768,0.058646196047758704
Global,2013,2014,118771.28265819944,11512.52124315986,-304.73798136525033,66.47051377096227,-0.002565754739234624,0.0006124221601522776,-0.2565754739234624,0.06124221601522776
Global,2014,2015,118466.5446768342,11512.713133897154,-149.889416279315,65.94044282966604,-0.0012652467976355644,0.0005700357137473013,-0.12652467976355644,0.057003571374730125
Global,2015,2016,118316.65526055488,11512.901973238919,-284.97423508815865,66.77259130583126,-0.002408572440292479,0.0006110850695590139,-0.2408572440292479,0.061108506955901386
Global,2016,2017,118031.68102546672,11513.095605629194,-340.6076946742656,68.35959222730513,-0.002885731116553152,0.0006439421849406607,-0.2885731116553152,0.06439421849406607
Global,2017,2018,117691.07333079245,11513.298548122852,-217.68675972042345,66.39070274109359,-0.001849645462137767,0.0005924194654015595,-0.1849645462137767,0.059241946540155944
Global,2018,2019,117473.38657107203,11513.489965410932,-243.81282612823085,66.54077158950466,-0.0020754728644919312,0.0006018504851742391,-0.20754728644919312,0.060185048517423914
Global,2019,2020,117229.5737449438,11513.682245828306,-412.9645781490086,69.99144862252744,-0.0035226996478507633,0.000690048560286801,-0.35226996478507633,0.0690048560286801
Global,2020,2021,116816.60916679479,11513.894982184884,-405.0394156368366,76.20680182507151,-0.0034673101584253943,0.0007364585387330784,-0.3467310158425394,0.07364585387330784
Global,2021,2022,116411.56975115795,11514.147173691443,-217.7163545547422,81.6846283807594,-0.0018702295228913582,0.0007256616852407471,-0.18702295228913582,0.07256616852407471
Global,2022,2023,116193.85339660321,11514.436917015975,-460.2989143829609,100.8285184125692,-0.003961473872562154,0.0009524285672383053,-0.39614738725621534,0.09524285672383054
Global,2023,2024,115733.55448222025,11514.878371310122,-548.025110248126,120.16099017378784,-0.0047352309595944985,0.0011401483561089359,-0.47352309595944986,0.11401483561089358
North Asia,2000,2001,137.0,36.0,-0.9197019532932548,1.0265275291265996,-0.006713152943746385,0.00769775378039746,-0.6713152943746384,0.769775378039746
North Asia,2001,2002,136.08029804670676,36.01463256466814,-1.5411560324271425,0.5757372429047373,-0.011325342864094642,0.0051849995162934715,-1.132534286409464,0.5184999516293471
North Asia,2002,2003,134.5391420142796,36.01923419703593,-2.008519104670919,0.5971520843045376,-0.01492888296000684,0.005972834508100435,-1.492888296000684,0.5972834508100435
North Asia,2003,2004,132.5306229096087,36.02418385963396,-1.3367036448471714,0.5605964144603081,-0.010085998356461796,0.005040684474253966,-1.0085998356461796,0.5040684474253966
North Asia,2004,2005,131.19391926476152,36.02854550342849,-0.6073020718796399,0.5800062732919948,-0.004629041309864735,0.004600122669261191,-0.4629041309864735,0.4600122669261191
North Asia,2005,2006,130.58661719288187,36.03321382238441,-0.4421699496148141,0.543997009186656,-0.0033860280564715958,0.0042692850034037584,-0.33860280564715955,0.4269285003403758
North Asia,2006,2007,130.14444724326705,36.03731997687507,-1.4369095884292484,0.5547031793605927,-0.011040882794971386,0.005245303834894034,-1.1040882794971385,0.5245303834894034
North Asia,2007,2008,128.7075376548378,36.041588848618645,-1.5576011706781698,0.555112921025605,-0.012101864421144283,0.00548507857203372,-1.2101864421144284,0.548507857203372
North Asia,2008,2009,127.14993648415964,36.045863522573036,-1.7288465569663265,0.5495905128318924,-0.013596912470197784,0.00579145406303436,-1.3596912470197784,0.579145406303436
North Asia,2009,2010,125.42108992719331,36.050053076517884,0.4721992168201645,0.5558080553432801,0.0037649108064223905,0.0045617510211592585,0.376491080642239,0.4561751021159259
North Asia,2010,2011,125.89328914401347,36.05433745631919,-1.278298719425217,0.549382943810827,-0.010153827325640281,0.005243998197565218,-1.0153827325640281,0.5243998197565218
North Asia,2011,2012,124.61499042458824,36.05852286260616,-2.1266620946428576,0.5504841757070587,-0.017065860916065503,0.006625679384090377,-1.7065860916065503,0.6625679384090377
North Asia,2012,2013,122.48832832994539,36.062724576226834,-2.082237426114749,0.5503336578162555,-0.016999476231774918,0.006725775836936366,-1.6999476231774917,0.6725775836936366
North Asia,2013,2014,120.40609090383064,36.06692350333918,-0.9064403927766193,0.5632256664521381,-0.00752819384777304,0.005192897029924666,-0.752819384777304,0.5192897029924666
North Asia,2014,2015,119.49965051105403,36.071320937097255,-0.7676348462089759,0.5665440381989155,-0.006423741349251626,0.005122167303779326,-0.6423741349251626,0.5122167303779326
North Asia,2015,2016,118.73201566484505,36.07576979489543,-1.9092539350345967,0.578671943989981,-0.016080363197269472,0.006901123048892728,-1.6080363197269472,0.6901123048892728
North Asia,2016,2017,116.82276172981045,36.08041057849883,-1.0968359067228153,0.5699045112972384,-0.009388888693280466,0.005675115880782857,-0.9388888693280466,0.5675115880782857
North Asia,2017,2018,115.72592582308764,36.0849112326059,-2.229459832807573,0.5802175682894745,-0.019264998892433053,0.007824481153329814,-1.9264998892433054,0.7824481153329813
North Asia,2018,2019,113.49646599028006,36.08957565685137,-1.4296283286683342,0.5770101437116635,-0.012596236510049298,0.006472197470456177,-1.25962365100493,0.6472197470456177
North Asia,2019,2020,112.06683766161173,36.09418806120378,-0.8149763258916679,0.551439985831076,-0.007272234524476427,0.0054496468346781,-0.7272234524476427,0.54496468346781
North Asia,2020,2021,111.25186133572006,36.09840021185868,-1.0545339240245566,0.6479196117270417,-0.009478798029655736,0.006586144074840183,-0.9478798029655736,0.6586144074840183
North Asia,2021,2022,110.19732741169551,36.10421440329064,-1.2541491015757211,0.6493331246844912,-0.011380939366072278,0.00697314459919659,-1.1380939366072278,0.697314459919659
North Asia,2022,2023,108.94317831011979,36.11005304877842,-2.084194149188092,1.143432150387618,-0.019131020239332327,0.012262505193346384,-1.9131020239332326,1.2262505193346385
North Asia,2023,2024,106.8589841609317,36.128152018448596,-2.383431710308152,1.1452951255418866,-0.022304457870558247,0.013104870426450008,-2.2304457870558245,1.3104870426450008
Central Europe,2000,2001,122.0,27.0,-0.5934003711822097,0.6009122609745883,-0.0048639374687066365,0.005041764204006501,-0.48639374687066367,0.50417642040065
Central Europe,2001,2002,121.40659962881779,27.00668612668703,0.4019665729881813,0.43422767182019,0.0033109120444616102,0.0036516837181653316,0.331091204446161,0.36516837181653317
Central Europe,2002,2003,121.80856620180597,27.010176771290556,-0.7554326466468112,0.4131614181633634,-0.006201802305063261,0.0036600705077027185,-0.6201802305063261,0.36600705077027185
Central Europe,2003,2004,121.05313355515916,27.013336550189845,-4.0975870621061805,0.4666085336252875,-0.03384949188646216,0.008480255109341231,-3.384949188646216,0.8480255109341232
Central Europe,2004,2005,116.95554649305298,27.017366176174065,-1.4388937785429576,0.4052201289287214,-0.01230291184718141,0.004481248244167048,-1.230291184718141,0.44812482441670476
Central Europe,2005,2006,115.51665271451002,27.02040485356138,-1.8171159119364328,0.3967507632924834,-0.015730337308399046,0.005033370215845712,-1.5730337308399047,0.5033370215845712
Central Europe,2006,2007,113.69953680257359,27.02331751688783,-2.3588428656706264,0.4113774504090245,-0.020746283863640455,0.006115867414627879,-2.0746283863640453,0.6115867414627879
Central Europe,2007,2008,111.34069393690297,27.026448546289643,-1.5790536047853114,0.3998663881665397,-0.01418217858135647,0.004974838208093889,-1.418217858135647,0.4974838208093889
Central Europe,2008,2009,109.76164033211765,27.029406470613203,-1.5093602965005972,0.4222234187900853,-0.013751254918690744,0.005124891232618654,-1.3751254918690745,0.5124891232618654
Central Europe,2009,2010,108.25228003561705,27.032704022516906,-1.5827261116565263,0.4393865775364854,-0.014620718484042826,0.005459409045905457,-1.4620718484042827,0.5459409045905457
Central Europe,2010,2011,106.66955392396052,27.03627465708841,-1.034331703816414,0.398186173317034,-0.009696597255424337,0.004469306659739845,-0.9696597255424337,0.44693066597398456
Central Europe,2011,2012,105.6352222201441,27.03920671103614,-2.494022407325491,0.4078106827608884,-0.02360976154457214,0.007171179217070312,-2.360976154457214,0.7171179217070311
Central Europe,2012,2013,103.14119981281861,27.042281876999873,-2.7965827240695345,0.4694817685252441,-0.027114118598046105,0.008441365554888378,-2.7114118598046106,0.8441365554888378
Central Europe,2013,2014,100.34461708874908,27.046356912643397,-0.5687006031528772,0.4564944870767174,-0.005667474944369901,0.0047988891882605866,-0.5667474944369901,0.47988891882605866
Central Europe,2014,2015,99.7759164855962,27.05020904656422,-0.3477905848183993,0.451926949278947,-0.003485716764812748,0.00462695195446249,-0.3485716764812748,0.462695195446249
Central Europe,2015,2016,99.4281259007778,27.053983947476375,-2.9636622375676023,0.4827475994928006,-0.02980708135367176,0.009452603096606612,-2.980708135367176,0.9452603096606612
Central Europe,2016,2017,96.4644636632102,27.058290645846892,-1.3798379610635585,0.4567721102063791,-0.014304106493361491,0.006206453534088681,-1.430410649336149,0.6206453534088681
Central Europe,2017,2018,95.08462570214664,27.062145765548376,-2.5871083005234867,0.4748642787961008,-0.027208481722666968,0.009214568963559868,-2.7208481722666966,0.9214568963559868
Central Europe,2018,2019,92.49751740162316,27.06631170882107,-2.4371975090104008,0.4971035872454163,-0.026348788351022626,0.00939829600154255,-2.6348788351022625,0.939829600154255
Central Europe,2019,2020,90.06031989261275,27.070876260208436,-1.919024957544504,0.4848397371601196,-0.021308218312268208,0.008366928908724489,-2.130821831226821,0.8366928908724489
Central Europe,2020,2021,88.14129493506825,27.075217655011496,-1.275594599025034,0.4984105265630102,-0.01447215632541746,0.007192934620078295,-1.447215632541746,0.7192934620078295
Central Europe,2021,2022,86.8657003360432,27.079804728233086,-1.582979860184506,0.4776207527388756,-0.018223301649105336,0.00790606612760599,-1.8223301649105337,0.790606612760599
Central Europe,2022,2023,85.2827204758587,27.084016424870995,-6.237435177272426,0.7282044209005228,-0.07313832324378161,0.024746975442788737,-7.313832324378161,2.474697544278874
Central Europe,2023,2024,79.04528529858626,27.093804224975514,-4.375191438019658,0.7192057205016613,-0.05535044147785382,0.021041045412156786,-5.535044147785382,2.1041045412156785
Caucasus and Middle East,2000,2001,50.0,18.0,-1.5256898932375544,0.5341164210035886,-0.03051379786475109,0.015322586124647371,-3.051379786475109,1.532258612464737
Caucasus and Middle East,2001,2002,48.474310106762445,18.00792271060673,-0.7523721686565512,0.2997816663979696,-0.015521049541488802,0.008455329071877292,-1.5521049541488803,0.8455329071877291
Caucasus and Middle East,2002,2003,47.721937938105896,18.010417801891606,0.3736522375370595,0.310850456310781,0.007829779210175343,0.0071527150719485205,0.7829779210175343,0.7152715071948521
Caucasus and Middle East,2003,2004,48.095590175642954,18.0131001608519,0.3913096299000091,0.3083443211841409,0.008136081259653198,0.007098392356289535,0.8136081259653198,0.7098392356289535
Caucasus and Middle East,2004,2005,48.48689980554296,18.01573905298612,0.6360925487896292,0.3221332080012991,0.013118853779901017,0.008240085181567203,1.3118853779901016,0.8240085181567204
Caucasus and Middle East,2005,2006,49.12299235433259,18.018618799147355,0.2166234935187321,0.2961202263031932,0.004409818765847765,0.006241388017902076,0.4409818765847765,0.6241388017902076
Caucasus and Middle East,2006,2007,49.33961584785132,18.021051873223502,-1.0808310207835916,0.2704380588544544,-0.021905947223354,0.009698437334412557,-2.1905947223354,0.9698437334412557
Caucasus and Middle East,2007,2008,48.25878482706773,18.02308096195235,-1.5967452192637428,0.3109973504342477,-0.03308714102490515,0.01393644547842409,-3.308714102490515,1.393644547842409
Caucasus and Middle East,2008,2009,46.66203960780398,18.025763970302794,-0.5404262217384886,0.2846319554419407,-0.011581710235574555,0.007564760122981448,-1.1581710235574554,0.7564760122981449
Caucasus and Middle East,2009,2010,46.1216133860655,18.028011040132103,-0.4336528707431656,0.2690367155284728,-0.00940237860096592,0.006894443615614444,-0.940237860096592,0.6894443615614444
Caucasus and Middle East,2010,2011,45.68796051532233,18.030018380950903,-0.8591613718604939,0.2778774221375575,-0.018804984117694587,0.009595002939070915,-1.8804984117694588,0.9595002939070915
Caucasus and Middle East,2011,2012,44.828799143461836,18.032159567815533,-0.7173569958488278,0.2980699256326609,-0.0160021461550449,0.009254314546942952,-1.6002146155044898,0.9254314546942952
Caucasus and Middle East,2012,2013,44.11144214761301,18.034622933671997,-1.8119059633143595,0.3142384285775557,-0.04107564557175573,0.018241929608727753,-4.107564557175572,1.8241929608727752
Caucasus and Middle East,2013,2014,42.29953618429865,18.037360398620493,-0.2524468555698191,0.2793540268735304,-0.00596807620939177,0.007077557909874187,-0.5968076209391769,0.7077557909874187
Caucasus and Middle East,2014,2015,42.04708932872883,18.039523519817624,-1.3141644056080215,0.2920850704691671,-0.03125458685935994,0.01510172714875412,-3.125458685935994,1.510172714875412
Caucasus and Middle East,2015,2016,40.73292492312081,18.041887997392184,-1.5419156322181675,0.3044411268041288,-0.03785428213486692,0.018357260804095846,-3.785428213486692,1.8357260804095845
Caucasus and Middle East,2016,2017,39.19100929090264,18.044456403841426,-0.7850001980956869,0.2834659727622445,-0.02003010925972524,0.01172035438043899,-2.0030109259725237,1.172035438043899
Caucasus and Middle East,2017,2018,38.406009092806954,18.04668279401641,-0.835159306231931,0.3310436165272817,-0.021745537377075394,0.013368090311953346,-2.1745537377075395,1.3368090311953347
Caucasus and Middle East,2018,2019,37.570849786575025,18.0497188272807,-0.7279796066933246,0.3574528230998834,-0.019376181556411038,0.0133105007417695,-1.9376181556411038,1.33105007417695
Caucasus and Middle East,2019,2020,36.8428701798817,18.053257940455886,-0.9227565189113288,0.3001090948682106,-0.025045728370402757,0.014729825825666381,-2.504572837040276,1.472982582566638
Caucasus and Middle East,2020,2021,35.92011366097037,18.055752206248737,-1.5198827979446523,0.3347845918920333,-0.04231286159865656,0.023221631882791142,-4.231286159865657,2.3221631882791143
Caucasus and Middle East,2021,2022,34.40023086302572,18.05885567959455,-0.4267280863623179,0.3368468015773312,-0.012404802981161867,0.011759681538603916,-1.2404802981161867,1.1759681538603917
Caucasus and Middle East,2022,2023,33.9735027766634,18.061996961137968,-0.9122480213138148,0.4835624946461259,-0.026851750533667177,0.020159098744204292,-2.685175053366718,2.015909874420429
Caucasus and Middle East,2023,2024,33.06125475534959,18.06846885904795,-0.7397455813287596,0.4807692861578052,-0.022375000186859593,0.01899983693355485,-2.2375000186859593,1.899983693355485
Central Asia,2000,2001,2946.0,765.0,2.9975381821101768,13.602258608119822,0.0010174942912797612,0.004624749394983997,0.10174942912797612,0.4624749394983997
Central Asia,2001,2002,2948.99753818211,765.1209194887055,-14.36815509049936,12.801266303535042,-0.004872216712448161,0.004521201001147332,-0.4872216712448161,0.4521201001147332
Central Asia,2002,2003,2934.6293830916106,765.2280012246129,-10.731484657993787,12.798345532189735,-0.0036568449562405206,0.004464174043632511,-0.3656844956240521,0.4464174043632511
Central Asia,2003,2004,2923.897898433617,765.3350191299085,12.160601523846324,12.850242776470784,0.004159037677191454,0.004527723887473236,0.4159037677191454,0.4527723887473236
Central Asia,2004,2005,2936.058499957463,765.4428915640876,8.206079680365974,12.529275712212222,0.0027949305780129593,0.00432914062659293,0.2794930578012959,0.432914062659293
Central Asia,2005,2006,2944.2645796378292,765.5454284337828,3.2325794931738434,12.859307764986244,0.0010979242543384057,0.004376898510379383,0.10979242543384057,0.4376898510379383
Central Asia,2006,2007,2947.497159131003,765.6534234182323,-25.270664773678984,12.778722011017765,-0.008573601061969952,0.004874027314214665,-0.8573601061969952,0.4874027314214665
Central Asia,2007,2008,2922.226494357324,765.7600541477035,-21.34492309243656,12.567643553393616,-0.007304335626842258,0.004707418041536506,-0.7304335626842258,0.4707418041536506
Central Asia,2008,2009,2900.8815712648875,765.8631772012405,-31.48646052430057,12.485617654744583,-0.010854100641747796,0.00517075642320097,-1.0854100641747795,0.5170756423200971
Central Asia,2009,2010,2869.395110740587,765.9649449165406,23.07038904132115,12.982794977448638,0.008040157646803376,0.0050078171232453925,0.8040157646803375,0.5007817123245393
Central Asia,2010,2011,2892.465499781908,766.0749635684655,-10.75649385006233,12.954730567358318,-0.00371879763159608,0.004585804370030519,-0.37187976315960797,0.4585804370030519
Central Asia,2011,2012,2881.7090059318457,766.1844913925748,4.677905826930605,12.832668637676116,0.0016233095768175701,0.004474012009829923,0.162330957681757,0.4474012009829923
Central Asia,2012,2013,2886.3869117587765,766.2919497390424,-12.448555179098824,12.38624788468882,-0.0043128504804345455,0.004441391942673299,-0.4312850480434545,0.4441391942673299
Central Asia,2013,2014,2873.9383565796775,766.3920480873506,-9.558388235951202,12.600793882425195,-0.003325884918188295,0.004473308397294618,-0.3325884918188295,0.4473308397294618
Central Asia,2014,2015,2864.3799683437264,766.4956303711009,-2.956071807406667,12.431821317438994,-0.0010320110600116924,0.004348921079632892,-0.10320110600116925,0.4348921079632892
Central Asia,2015,2016,2861.4238965363197,766.5964398294973,-19.779397061203014,12.763411416052037,-0.006912431634175372,0.004829664052723298,-0.6912431634175372,0.4829664052723298
Central Asia,2016,2017,2841.644499475117,766.7026843765682,-1.7738837045089502,12.98186721589857,-0.0006242454694232886,0.004571538362041938,-0.06242454694232886,0.4571538362041938
Central Asia,2017,2018,2839.870615770608,766.8125814738871,-11.729947005651477,12.7270330392278,-0.0041304512045414144,0.004618246270181282,-0.41304512045414143,0.4618246270181282
Central Asia,2018,2019,2828.1406687649564,766.9181915149936,-25.09731281921282,13.502632894589192,-0.008874138792457156,0.005346558359102236,-0.8874138792457156,0.5346558359102236
Central Asia,2019,2020,2803.0433559457438,767.0370483697085,-20.872552300354226,12.931279821236304,-0.0074463893881911965,0.0050432732770222,-0.7446389388191197,0.50432732770222
Central Asia,2020,2021,2782.1708036453897,767.1460431818244,4.568755389673656,12.875546575333429,0.0016421548898749717,0.004649976653690855,0.16421548898749716,0.4649976653690855
Central Asia,2021,2022,2786.7395590350634,767.2540852085073,-11.633133913436737,17.499856769876416,-0.004174460392511465,0.00638399869900137,-0.4174460392511465,0.638399869900137
Central Asia,2022,2023,2775.1064251216267,767.4536313394507,-40.61362594960092,18.95295451369369,-0.014634979610852554,0.007938793779870876,-1.4634979610852554,0.7938793779870876
Central Asia,2023,2024,2734.4927991720256,767.6876257573178,-40.1200731250466,18.813340791317803,-0.014671851810030188,0.008018776942579384,-1.4671851810030188,0.8018776942579384
